Aircraft type Id,Short name,Manufacturer,Model name,ICAO code,IATA code,Handling category,Fuel type,Fuel process,Max fuel capacity in liter,MTOW kg,MTOW ton,Wing span in meter,Wing area in m2,Length in meter,Height in meter,Number of seats,Range in km,De-ice category,Noise chapter,Noise category,Hanger category,Ground power type,Remarks,Export values,Number of engines,MTOW in US Pounds
a7d3a27d-f404-4b8f-9de9-a145104397c1,B757-200,Boeing,757-200,B752,,C_JP4,Jet Fuel,Pressure,0,114000,114,,0,,,228,,D,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 4, MLW(Hawaii): 210000, Noise cat EGSS(STANSTED): CH3minus",2,251327
a14366c8-e567-4e3d-99e2-86cbb96529f1,B757-200BJ,Boeing,B757-200 Executive,B752,B752,C_JP4,,,0,105200,106,,0,,,62,,D,,,,,,"JP Handling Category(Japan): 4, Noise cat EGSS(STANSTED): CH3minus",2,231926
a223dbb0-6ba1-441f-b407-cd15c403332a,B757-300,Boeing,757-300,B753,,C03,Jet Fuel,Pressure,,123000,123,,,,,240,,D,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 4, MLW(Hawaii): 223990, Noise cat EGSS(STANSTED): CH3minus",2,271169
ee9a982e-4559-4986-94aa-deae5b3826f8,B767-200,Boeing,767-200,B762,,C_JP3,Jet Fuel,Pressure,,176000,176,47.57,283.3,48.51,15.85,290,,D,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 3, MDJB - MDLR Handling(Dominican Republic): CAT IX, MLW(Hawaii): 300000, Noise cat EGSS(STANSTED): CH3base, Singapore WSSS PF(Singapore): 117.40",2,388014
30a158ab-004e-4713-8437-ededd49fff04,B767-200ER,Boeing,767-200ER,B762,,C_JP3,Jet Fuel,Pressure,,175540,176,47.57,283.3,48.51,15.85,290,,D,,,,115V/AC - 220V/DC,,"MDJB - MDLR Handling(Dominican Republic): CAT IX, MLW(Hawaii): 300000, Noise cat EGSS(STANSTED): CH3base, Singapore WSSS PF(Singapore): 117.40",2,386999
f2772750-71d9-4da7-a339-eb88648998c7,B767-300,Boeing,767-300,B763,,C_JP3,Jet Fuel,Pressure,,158760,159,,,,,252,,D,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, MDJB - MDLR Handling(Dominican Republic): CAT IX, MLW(Hawaii): 387000, Noise cat EGSS(STANSTED): CH3base, Singapore WSSS PF(Singapore): 131.95",2,350006
dec9cd1e-025a-4f77-8729-4ac16c18557c,B767-300ER,Boeing,767-300ER,B763,,C_JP3,,,,186880,187,,,,,269,,,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, MDJB - MDLR Handling(Dominican Republic): CAT IX",,412000
4f8daf52-e812-47e3-abf0-5415f31092b4,B767-400,Boeing,767-400,B764,,C05,Jet Fuel,Pressure,,204120,205,,,,,245,,D,,,,115V/AC - 220V/DC,,"MDJB - MDLR Handling(Dominican Republic): CAT IX, Singapore WSSS PF(Singapore): 154.60",2,450008
442db84f-2b9e-4914-b489-00fae4977c10,B777-200,Boeing,777-200,B772,,C_JP2,,,,247200,248,,,,,400,,,,,,,MTOW per Boeing Technical Document: http://www.boeing.com/commercial/777family/pf/pf_200product.html,"JP Handling Category(Japan): 2, MDJB - MDLR Handling(Dominican Republic): CAT IX, Singapore WSSS PF(Singapore): 190.15",,544983
51d35643-53b3-4827-9992-04f65a60ae40,B777-200ER,Boeing,777-200ER,B772,,C_JP2,,,,297550,298,,,,,400,,,,,,,MTOW per Boeing Technical Document: http://www.boeing.com/commercial/777family/pf/pf_200product.html,"JP Handling Category(Japan): 2, MDJB - MDLR Handling(Dominican Republic): CAT IX, Singapore WSSS PF(Singapore): 233.80",,655985
9b6eec6a-f7f7-4be7-be2a-f6b9b50cef3b,B777-200LR,Boeing,777-200LR,B772,,C_JP2,Jet Fuel,Pressure,,347450,348,,,,,301,,E,,,,115V/AC - 220V/DC,ADP GA : 5 MTOW per Boeing Technical Document: http://www.boeing.com/commercial/777family/pf/pf_lrproduct.html,"JP Handling Category(Japan): 2, MDJB - MDLR Handling(Dominican Republic): CAT IX, MLW(Hawaii): 468632",2,765996
523eb803-0e0a-44a0-a604-dfe71b78353a,B777-300,Boeing,777-300,B773,,C_JP1,Jet Fuel,Pressure,,299370,300,,,,,550,,E,,,,115V/AC - 220V/DC,ADP GA : 5 MTOW per Boeing Technical Document: http://www.boeing.com/commercial/777family/pf/pf_300product.html,"JP Handling Category(Japan): 1, MDJB - MDLR Handling(Dominican Republic): CAT IX, Singapore WSSS PF(Singapore): 224.10",2,659998
27c0caed-9d8f-41f6-affc-10b9de21f6f4,B777-F,Boeing,777-F,B77L,,C_JP2 CG,,,,260816,261,,,,,0,,,,,,,,MDJB - MDLR Handling(Dominican Republic): CAT IX,,575001
12b33f82-786b-4256-bfb1-eefd31d08ed2,B787-8,Boeing,787-8,B787,,C_JP2,,,,227930,228,,,,,250,,,,,,,,Singapore WSSS PF(Singapore): 169.00,,502500
a2c3ed60-2d4f-48ab-88a4-2b83f51cf4c7,B787-9,Boeing,B787-9,B787,,C05,,,,245000,245,,,,,,,,,,,,,,,540132
5eabe1a0-dbca-4a4f-9f8f-812f408d1491,BAC-111 (200),British Aerospace,BAC-111 One-Eleven (200),BA11,,B12,,,,35828,36,,,,,97,,,,,,,,,,78987
0691b073-e6e8-48ce-9b69-0cf18db8c02e,BAC-111 (400),British Aerospace,BAC-111 One-Eleven (400),BA11,,B13,,,,40136,41,,,,,89,,,,,,,,,,88485
eac3c02e-3af3-45e4-875c-ddcbdd620275,BAC-167,British Aircraft Company (BAC),Strikemaster,JPRO,,B01,,,,5215,6,,,,,,,,,,,,,,,11497
31b18f66-f009-4af9-8483-9a203a9ca20b,BAE146-100,British Aerospace,Bae 146-100,B461,,B13,Jet Fuel,Pressure,,38100,39,,,,,70,,C,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,4,83996
61616ae0-ac3c-44ff-b941-c1684b7c8b87,BAE146-200,British Aerospace,Bae 146-200,B462,,C_JP6,Jet Fuel,Pressure,,42185,43,,,,,112,,C,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 6, MLW(Hawaii): 81000",4,93002
5a03f873-f2ec-4bfd-9015-a5101b93762b,BAE146-300,British Aerospace,Bae 146-300,B463,,B14,Jet Fuel,Pressure,,44225,45,,,,,128,,C,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,4,97499
6dbe66bb-e56f-42e8-b377-4a3f29cabd35,BAE-3200,British Aerospace,Jetstream Super 31,JS32,,B02,,,,7349,8,,,,,19,,,,,,,,,,16202
5f2d3042-5572-4800-b9c3-5773b10de4e0,BBJ,Boeing,BBJ,B737,,C_JP5,Jet Fuel,Pressure,0,77560,78,3579,0,3363,1205,19,11701,C,,,,115V/AC - 220V/DC,,"CAT LIDER(Brazil): E, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 5, MDJB - MDLR Handling(Dominican Republic): CAT VIII, Noise cat EGSS(STANSTED): CH3minus",2,170991
5c2238b4-8472-4ffd-a76b-e9662a4acaaa,BBJ2,Boeing,BBJ2,B738,,C_JP5,Jet Fuel,Pressure,,79015,80,,,,,63,,C,,,,115V/AC - 220V/DC,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 5, MDJB - MDLR Handling(Dominican Republic): CAT VIII, Noise cat EGSS(STANSTED): CH3minus",2,174198
54e2d148-9a69-43c6-9c32-3d7cffa30468,BBJ3,Boeing,BBJ3,B739,,C_JP5,,,,84807,85,,,,,215,,,,,,,,"JP Handling Category(Japan): 5, MDJB - MDLR Handling(Dominican Republic): CAT VIII",,186967
bfaf3366-e82b-4eb2-ac38-55c9af12766b,BD-700,Bombardier,Global 7000,GL7T,,B_JP7,,,,48194,49,,,,,,,,,,,,,,,106250
7dc2f4b8-5abd-4dce-9eb3-b868a12e4a4c,BE23,Beech,23 Musketeer,BE23,,B00,,,,1091,2,,,,,4,,A,,,,,,Aruba MTOW(Aruba): 1091,1,2405
35ed7017-3d66-498a-ad03-43fe08ce46f3,BE-400,Beech,Hawker 400,BE40,,B_JP8,Jet Fuel,Overwing,,7394,8,13.3,,14.8,4.2,7,2744,A,,,,115V/AC - 220V/DC,,"CAT LIDER(Brazil): C, JP Handling Category(Japan): 8, SIRIO SPA Discount(Italy): Beech 400",2,16301
b3276a5f-38e5-440b-9e84-902a7bc8192f,BE-400XP,Raytheon,Hawker 400XP,BE40,H25,B_JP8,Jet Fuel,Pressure,,8000,8,,,,,7,,A,,,,115V/AC - 220V/DC,ADP GA : 3,JP Handling Category(Japan): 8,2,17637
80d0f5e9-fada-4012-b7e2-592191a9be20,BE65,Beech,65 Queen Air,BE65,,P03,Jet Fuel,Overwing,0,5000,5,,0,,,9,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,2,11023
25492892-e0fe-4180-9835-ed2da481b9d2,BE99,Raytheon,Airliner,BE99 ,,T02,Jet Fuel,Pressure,,5000,5,,,,,15,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,2,11023
88293ceb-764f-48e6-abd6-3e3d71193fb1,Beech 1900,Raytheon,1900,B190,BE1,B02,Jet Fuel,Pressure,,7530,8,,,,,19,,A,,,,115V/AC - 220V/DC,,,2,16601
52550998-bb99-4f96-a69c-c45d7a313e43,Beech 200,Raytheon,200 Super King Air,BE20,,T02,Jet Fuel,Pressure,,6000,6,,,,,13,,A,,,,115V/AC - 220V/DC,ADP GA : 4,"JP Handling Category(Japan): 8, Noise cat EGSS(STANSTED): CH14",2,13228
94df019f-26f2-43fc-9c09-cd24ff5af3c2,Beech 2000,Beech,2000 Starship,STAR,,B01,,,,6757,7,,,,,8,,,,,,,,Noise cat EGSS(STANSTED): CH14,,14897
f4d26e05-1e9a-41ed-9b37-fc2927310fe6,Beech 300,Raytheon,300 Super King Air,BE30,,T02,Jet Fuel,Pressure,0,5670,6,,0,,,6,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,2,12500
bc1131d5-9736-49e8-98ff-c6bce0997ab9,BEECH 33,Raytheon,33 Debonair,BE33,,P02,Avgas,Overwing,0,1360,2,,0,,,4,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,1,2998
8a5fbfb7-14c2-4b11-8eab-61741eb31306,Beech 35,Raytheon,35 Bonanza,BE35,BEP,P02,Avgas,Overwing,,1636,2,,,,,5,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,1,3607
42e79bf2-8c9f-4d90-8f87-4fea80362f0d,BEECH 350,Hawker Beechcraft,350 Super King Air,B350,,T04_JP8,Jet Fuel,Overwing,,6804,7,,,,,11,,A,,,,28V/DC,,CAT LIDER(Brazil): C,2,15000
eb8fd3e3-44ca-4a7f-bb25-ed8038b5a420,Beech 36,Raytheon,36 Bonanza,BE36,,P02,Avgas,Overwing,,1659,2,,,,,6,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,1,3657
e0e5644e-34d6-42aa-8235-00fde779aca9,Beech 50,Beech,50 Twin Bonanza,BE50,,B00,,,,2494,3,,,,,5,,,,,,,,,,5498
2ac92bc1-a8c9-404f-88ff-7e6c8bcbd620,Beech 55,Beech,55 Baron,BE55,,P03,Avgas,Overwing,0,2409,3,,0,,,6,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,2,5311
4873e118-6f04-47d0-bdb5-9b7cd9d4c8ab,Beech 56,Beech,56 Turbo Baron,BE56,,B00,,,,2717,3,,,,,4,,,,,,,,,,5990
13c77fe3-960d-4c06-a068-12775d49472c,Beech 58,Beech,58 Baron,BE58,,P03,Avgas,Overwing,0,2818,3,,0,,,4,,A,,,,115V/AC - 220V/DC,ADP GA : 5,MLW(Hawaii): 5400,2,6213
483d173e-b440-49b1-894d-d2f3f9d75dc3,Beech 60,Raytheon,60 Duke,BE60,,P03,Avgas,Overwing,,5000,5,,,,,5,,A,,,,115V/AC - 220V/DC,ADP GA : 4,MLW(Hawaii): 6775,2,11023
887f9a4a-ebfc-4a3a-8004-d9e73b654a29,Beech 70,Beech,70 Queen Air,BE70,,B00,,,,3719,4,,,,,9,,,,,,,,,,8199
f3d3a636-758f-41f8-afd1-035dc07435f8,Beech 76,Beech,76 Dutchess,BE76,,P02,Jet Fuel,Overwing,0,5000,5,11.58,16.8,8.85,2.89,4,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,2,11023
6378f5b0-48d6-4847-beb4-39b17da8d67a,Beech 77,Beech,77 Skipper,BE77,,B00,,,,760,1,,,,,2,,,,,,,,,,1676
49c5063d-2537-48d6-9a5e-51a89a2d31b2,Beech 80,Beech,80 Zamir,BE80,,P04,Jet Fuel,Overwing,,5000,5,15.32,,10.82,4.33,6,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,2,11023
65a0a9a6-a0d7-4715-be4e-2ec36e7ae1f2,Beech 88,Beech,88 Queen Air,BE88,,B00,,,,3991,4,,,,,9,,,,,,,,,,8799
288e8c80-b5fb-4253-929d-0494b2568228,BEECH 90,Beech,90 King Air,BE9L,BEA90,T04_JP8,Jet Fuel,Overwing,,4581,5,,,,,6,,A,,,,115V/AC - 220V/DC,ADP GA : 4,"CAT LIDER(Brazil): C, MLW(Hawaii): 9170",2,10099
fe9c2f6a-fbf5-43c6-a2ff-bc4f4ae62fa9,Beech 90F,Beech,F90 King Air,BE9T,,B00,Jet Fuel,Overwing,0,4591,5,,0,,,5,,A,,,,115V/AC - 220V/DC,ADP GA : 4,"Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 80.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 119.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00",2,10121
90874254-f751-405f-84fa-005dfdadb0c3,Beech 95,Beech,95 Travel Air,BE95,,B00,,,,1859,2,,,,,4,,,,,,,,,,4098
c6f69d8a-d0a9-4261-832e-ff79e31f81d8,Beech King Air (100),Raytheon,King Air (100),BE10,,T02,Jet Fuel,Pressure,,5182,6,,,,,13,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,2,11424
0c466080-d0d6-4eba-afd0-a482f212f1d5,BELL 212,Bell,212,B212,,H01,Jet Fuel,Overwing,,5080,6,,,,,14,,A,,,,115V/AC - 220V/DC,,,2,11199
4440dfc0-bc0d-4c59-a1e4-41cde27e6e2a,BELL 214B,Bell,214B,B214,,H01,Jet Fuel,Overwing,,3442,4,,,,,9,,A,,,,115V/AC - 220V/DC,,,1,7588
b12cf9f7-a993-4f55-888c-0bb901675881,BELL 222,Bell,222,B222,,B00,,,,2000,2,,,,,6,,A,,,,,,,,4409
27ef3565-f42a-4192-8675-b4004f6a0f92,BELL 230,Bell,230,B230,,B00,Jet Fuel,,,3818,4,,0,,,4,,,,,,,,,2,8417
47da4dc5-9dea-4bfb-86da-c48329f58c6f,Bell Jet Ranger 407,Bell,Bell Jet Ranger 407,PHNL,,B00,Jet Fuel,,,2722,3,,,,,5,,,,,,,,MLW(Hawaii): 11900,,6001
ee5d5399-dd36-4940-aa70-8070ab45322b,BELL206-B,Bell,206B JetRanger CH-136,B06,,H01,Avgas,,,1455,2,,,,,4,,A,,,,,,,,3208
bd618b2f-2098-472a-bfdd-e4dd3f7c6153,BELL206-II,Bell,206B JetRanger II,B06,,B00,Jet Fuel,Overwing,,1360,2,,,,,4,,A,,,,115V/AC - 220V/DC,,,1,2998
28f3147e-1330-493b-834d-165b919817da,BELL206-III,Bell,206B JetRanger III,B06,,B00,Jet Fuel,Pressure,,1521,2,,,,,4,,A,,,,115V/AC - 220V/DC,,,1,3353
55dfcb5d-8907-4c46-8051-337549f06494,BELL206L-4,Bell,206B JetRanger L-4,B06,,B00,,,,963,1,,,,,4,,,,,,,MTOW got from Bell web site : http://www.bellhelicopter.com/en_US/Commercial/1291148332333.html#/?tab=features-tab,,,2123
2bc9cf5a-b1b3-4875-8017-1f77c8404376,BELL407,Bell,407,B407,,H01,Jet Fuel,Overwing,1334,2722,3,10.67,89,12.7,3.56,6,598,A,,,,115V/AC - 220V/DC,,,1,6001
26fefb4b-53fe-4fa8-bad6-1c829e1523e6,BK17,Eurocopter,BK-117B,BK17,,H01,,,,3350,4,,,,,10,,,,,,,,,,7385
815ce448-c828-41a7-a097-4bea96e5e17d,BN-2A,Britten-Norman,BN-2A Mk3 Trislander ,TRIS,,B00,,,,3000,3,,,,,16,,A,,,,,,,3,6614
3bee01a3-010e-49b4-bf38-e8cb2450ae1e,BN-2T,Britten-Norman,BN-2T Turbine Islander,BN2T,,P02,Jet Fuel,Pressure,,2993,3,,,,,9,,A,,,,115V/AC - 220V/DC,,,2,6598
10963f27-80e8-4bee-ab65-a10ff0a4ca6b,C12,Raytheon,200 Super King Air (C12),BE20,,T04_JP8,Jet Fuel,Pressure,,5670,6,,,,,13,,A,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 8, Noise cat EGSS(STANSTED): CH14",2,12500
cf595930-552f-4b8b-b480-2c88cb0042b8,C130,Lockheed,C-130 Hercules,C130,,C_JP5,Jet Fuel,Pressure,,62000,62,,,,,5,,D,,,,115V/AC - 220V/DC,ADP GA : 4,"JP Handling Category(Japan): 5, MLW(Hawaii): 135000",4,136687
04fce9b4-4707-4f88-b0f4-72f6e0cc5e34,C135FR,Boeing,Stratolifter,C135,,C04,Jet Fuel,Pressure,,152000,152,,,,,3,,D,,,,115V/AC - 220V/DC,KC135 Tanker model / ADP GA : 4,,4,335103
62d8026f-55c1-454e-ac34-2c3d089aaabd,C152,Cessna,A152 Aerobat,C152,,B00,Avgas,Overwing,,1000,1,,,,,2,,A,,,,115V/AC - 220V/DC,ADP GA : 4,,1,2205
1bc2bfdd-799f-44ef-86ea-abfea236f950,C160,Transall,C-160,C160,,C00,Jet Fuel,Pressure,0,52000,52,,0,,,90,,D,,,,115V/AC - 220V/DC,ADP GA : 4,MLW(Hawaii): 103615,2,114640
d90badc5-5cc6-4833-9418-22a6124b797a,C17,Boeing,C-17 Globemaster 3,C17,,C05,Jet Fuel,Pressure,134556,265000,265,51.75,0,53,,102,,E,,,,115V/AC - 220V/DC,ADP GA : 5,,4,584225
3081d9cd-2d14-48ee-ab98-13dde720f258,C172,Cessna,172 Skyhawk,C172,,B00,Avgas,Overwing,,2000,2,,,,,4,,A,,,,115V/AC - 220V/DC,,,1,4409
8adb11c2-2e62-4f57-8f0a-6cfb34c885f5,C177,Cessna,177 Cardinal,C177,,B00,Avgas,Overwing,,1133,2,,,,,3,,A,,,,115V/AC - 220V/DC,,,1,2498
5cd05d4a-a392-4722-84ba-744be02faf0d,C182,Cessna,182 Skylane,C182,,B00,Avgas,Overwing,,1341,2,,,,,3,,A,,,,115V/AC - 220V/DC,,MLW(Hawaii): 2500,1,2956
b2aa0c49-dc02-4ef5-b3f3-4be22989cef7,C185,Cessna,185 Skywagon,C185,,P02,Avgas,Overwing,,1520,2,10.92,16.16,7.85,2.36,5,1061,A,,,,28V/DC,,,1,3351
11217069-0b04-445e-aadf-134848b30966,C190,Cessna,190,C190,,B00,Jet Fuel,Overwing,,4000,4,,,,,4,,A,,,,115V/AC - 220V/DC,,,1,8818
e5f5b321-821c-4d89-b84e-f442b04f77f1,C195,Cessna,195,C195,,B00,Jet Fuel,Overwing,,4000,4,,,,,4,,A,,,,115V/AC - 220V/DC,,,1,8818
05c22dc1-1dbb-4c06-8f02-d0565b9fe318,C2,Grumman,C-2 GREYHOUND,C2,,B05,,,,15310,16,,,,,,,,,,,,,,,33753
accebde0-738a-41b9-9520-a95621f81ec6,C205,Cessna,205,C205,,B00,Jet Fuel,Pressure,,2000,2,,,,,6,,A,,,,115V/AC - 220V/DC,,,1,4409
feac2f85-adbe-46f6-ae3d-354175736ccd,C206,Cessna,206 Super Skywagon,C206,,B00,Jet Fuel,Pressure,,1636,2,,,,,6,,A,,,,115V/AC - 220V/DC,,MLW(Hawaii): 3600,1,3607
921c4c1c-f7d3-4606-92e6-7b4ee3a2edc4,C207,Cessna,Skywagon 207,C207,,B00,Jet Fuel,Overwing,,2000,2,,,,,8,,A,,,,115V/AC - 220V/DC,,MLW(Hawaii): 3800,1,4409
563e07f3-5089-40a0-86d5-a0c821d14825,C208,Cessna,208 Caravan 1,C208,,T01,Jet Fuel,Pressure,644,3969,4,15.88,26,12.67,4.32,14,2000,A,,,,115V/AC - 220V/DC,,MLW(Hawaii): 8500,1,8750
d371a89e-103b-4642-818c-4cfaa4e3094d,C208 AMPHIBIAN,Cessna,208 Grand Caravan,C208,,T04_JP8,,,,3629,4,,,,,14,,,,,,,,MLW(Hawaii): 7800,,8001
6384d8fe-8c85-4433-ab91-5ca40f403801,C20H,Gulfstream,Gulfstream C-20H (GIV),GLF4,GRJ,B_JP7,Jet Fuel,Pressure,0,33203,34,23.7,88.3,26.9,7,19,,B,,,,115V/AC - 220V/DC,US Air Force model,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",2,73200
4950c270-1d02-4902-a179-cccb6603c2c4,C210,Cessna,210 Centurion,C210,,T04_JP8,Jet Fuel,Overwing,,2000,2,,,,,4,,A,,,,115V/AC - 220V/DC,,MLW(Hawaii): 3800,1,4409
ccb546df-3472-4ee0-a64b-7c29a9ebf76c,C27J,Alenia,C-27J Spartan ,C27J,,B11,,,,30500,31,,,,,60,,B,,,,,,,2,67241
25ecc825-7bf6-4ae6-a15e-d8cf88babd81,C295M,Casa,C-295,C295,,B09,Jet Fuel,Pressure,,24000,24,25.81,,24.5,8.6,71,,,,,,,,Noise cat EGSS(STANSTED): CH3minus,2,52911
a3c0baad-f282-4e5c-9d7c-e5901d833c1a,C303,Cessna,Crusader,C303,,B00,Jet Fuel,Overwing,,2336,3,,,,,5,,A,,,,115V/AC - 220V/DC,,,2,5150
d33ac0f7-df20-4227-98f2-51d95b355204,C310,Cessna,310,C310,,P03,,,,2500,3,,,,,6,,A,,,,,,,2,5512
5fc85f29-0f0e-4c46-82ac-5c5ef53f441f,C-32,Boeing,C-32 (B757),C32,,C_JP3 CG,,,,116100,117,,,,,45,,,,,,,,JP Handling Category(Japan): 4,,255957
7723af13-d92b-46d9-bc15-2847cfcdd934,C335,Cessna,CESSNA 335,C335,,B00,,,,2719,3,11.62,17.1,10.46,3.84,6,774,,,,,,,,,5994
80a42178-96da-475e-b6b5-717cf9374a80,C337,Cessna,337 Super Skymaster,C337,,P01,,,,1995,2,11.6,18.7,9.1,2.8,6,,,,,,,,,2,4398
ca5ef5f3-a5c6-4250-9bd7-1495cd9a4627,C340,Cessna,340,C340,,B00,Avgas,Overwing,0,2719,3,,0,,,6,,A,,,,115V/AC - 220V/DC,,,2,5994
0e6a6e15-972b-49f4-9b0d-405b3ac7c9b3,C402,Cessna,402,C402,,T01,Jet Fuel,Overwing,,3114,4,,,,,6,,B,,,,115V/AC - 220V/DC,,MLW(Hawaii): 6200,2,6865
1237dc7b-9a12-42e2-96e8-389acffd1142,C404,Cessna,404 Titan,C404,,T01,Jet Fuel,Overwing,,3810,4,,,,,8,,B,,,,115V/AC - 220V/DC,,,2,8400
a046d248-de0c-490a-87a4-2a45b6403242,C40B,Boeing,C40B BBJ (737-700),B737,,C_JP5,Jet Fuel,Pressure,,77560,78,,,,,148,,C,,,,115V/AC - 220V/DC,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 5, MDJB - MDLR Handling(Dominican Republic): CAT VIII, Noise cat EGSS(STANSTED): CH4",2,170991
d3b8246d-d46c-48b4-b0e5-023ebb476cc8,C40C,Boeing,C40C BBJ (737-7CP),B737,,C_JP5,Jet Fuel,Pressure,,77560,78,,,,,40,,C,,,,115V/AC - 220V/DC,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 5, MDJB - MDLR Handling(Dominican Republic): CAT VIII",2,170991
99080618-603b-45e6-a91e-c58dbd062749,C414,Cessna,414 Chancellor,C414,,T01,Jet Fuel,Overwing,,3068,4,13.5,21,11.1,3,8,,A,,,,115V/AC - 220V/DC,,Aruba MTOW(Aruba): 3068,2,6764
f20efee1-3ad9-4a5e-89ce-6fc0ce8e24a2,C421,Cessna,421 Golden Eagle,C421,,T01,Jet Fuel,Overwing,,3103,4,12.2,18.6,10.3,5,6,,A,,,,115V/AC - 220V/DC,,,2,6841
e39e0801-7504-4b25-ba43-a5313a2e33ce,C425,Cessna,Conquest 1,C425,,T01,Jet Fuel,Overwing,,3710,4,,,,,6,,A,,,,115V/AC - 220V/DC,,,2,8179
9c6d8e48-2fa1-457e-afc9-fab707552fcc,C441,Cessna,Conquest 2,C441,,T01,Jet Fuel,Overwing,,4468,5,,,,,8,,A,,,,115V/AC - 220V/DC,,,2,9850
dde0b604-61c5-4aba-9f9d-5a6a72029db6,C5,Lockheed,Galaxy,C5,,C06,,,,380000,380,,,75.3,19.8,7,,F,,,,,ADP GA : 3,,4,837756
639cbf45-af5c-461c-8c2a-8bdbb807b534,C500,Cessna,500 Citation 1,C500,,B01,Jet Fuel,Pressure,,6000,6,13.3,24.2,13.3,4,6,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,13228
6414050b-1d4e-434a-949c-3e315902e7a6,C501,Cessna,501 Citation 1SP,C501,,B01,Jet Fuel,Pressure,,6000,6,14.4,25.9,13.3,4,5,,A,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): C, MLW(Hawaii): 11000",2,13228
5491b0ff-15a7-4075-ba7a-2c18e2f9cb7e,C510,Cessna,510 Citation Mustang,C510,CNJ,B_JP8,Jet Fuel,Overwing,1461,3930,4,13.2,0,12.4,4.1,5,2130,A,,,,28V/DC,ADP GA : 4,"CAT LIDER(Brazil): C, Noise cat EGSS(STANSTED): CH14",2,8664
7d32dec1-6bd3-4de3-aaac-c8eb2c617850,C525,Cessna,525 Citation CJ1,C525,,B_JP8,Jet Fuel,Pressure,,4853,5,,,,,5,,A,,,,115V/AC - 220V/DC,,"CAT LIDER(Brazil): C, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 80.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 119.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, Noise cat EGSS(STANSTED): CH14",2,10699
f61b1341-bfd0-40df-a3af-85b03e3c2732,C550,Cessna,552 Citation 2,C550,,B_JP8,Jet Fuel,Pressure,,7000,7,15.9,31.8,14.4,5,6,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"MLW(Hawaii): 12700, Noise cat EGSS(STANSTED): CH14",2,15432
bf34e122-77e3-4cef-9673-c7cc5ca5214c,C550B,Cessna,552 Citation Bravo,C550,,B_JP8,,,,6849,7,,,,,8,,,,,,,,Noise cat EGSS(STANSTED): CH14,,15099
