Aircraft type Id,Short name,Manufacturer,Model name,ICAO code,IATA code,Handling category,Fuel type,Fuel process,Max fuel capacity in liter,MTOW kg,MTOW ton,Wing span in meter,Wing area in m2,Length in meter,Height in meter,Number of seats,Range in km,De-ice category,Noise chapter,Noise category,Hanger category,Ground power type,Remarks,Export values,Number of engines,MTOW in US Pounds
100c8957-2680-45a5-b218-1cfa00111900,C551,Cessna,551 Citation 2SP,C551,,B01,Jet Fuel,Pressure,,7000,7,15.9,30,14.4,5,8,,B,,,,115V/AC - 220V/DC,ADP GA : 5,Noise cat EGSS(STANSTED): CH14,2,15432
9e3d3fb3-b3f1-44fd-b7af-cefb433d3872,C560,Cessna,560 Citation 5,C560,,B02,Jet Fuel,Pressure,,8000,8,15.9,31.8,14.9,5,8,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"JP Handling Category(Japan): 8, MLW(Hawaii): 27100, Noise cat EGSS(STANSTED): CH4",2,17637
8b545dcf-e53b-4175-b544-5a39f144dc09,C560E,Cessna,Citation Encore,C560,,B_JP8,,,,7542,8,,,,,7,,,,,,,,JP Handling Category(Japan): 8,,16627
9c72e6e4-30bc-4532-aed1-a4b48c294e16,C560EP,Cessna,Citation Encore Plus,C560,,B02,,,,9161,10,,,,,8,,,,,,,,JP Handling Category(Japan): 8,,20197
6686c0cf-82e1-43f0-b5eb-d0251bb3563f,C560U,Cessna,Citation Ultra,C560,,B02,Jet Fuel,,0,7212,8,,0,,,8,,A,,,,,,JP Handling Category(Japan): 8,2,15900
b5800627-9086-4929-a83b-8c20bceffc0d,C560XL,Cessna,Citation Excel,C56X,,B_JP7,Jet Fuel,Pressure,,9071,10,17,,15.8,5,8,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH4",2,19998
0bf20fd5-e69a-4687-aed6-fb5119e157d0,C560XLS,Cessna,Citation XLS,C56X,,B_JP7,Jet Fuel,Pressure,,9163,10,,,,,9,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH14",,20201
c67089ae-4892-4aa5-8fe7-e91c14805786,C650-III,Cessna,Citation 3,C650,,B_JP7,Jet Fuel,Pressure,,9980,10,16.3,29,16.9,5,8,,B,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 7, MLW(Hawaii): 20000",2,22002
49d86f92-0c4d-4b2a-a10a-d401d9888445,C650-VI,Cessna,Citation 6,C650,,B_JP7,Jet Fuel,Pressure,,10183,11,16.3,29,16.9,5,6,,B,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 7,2,22450
df1b33c9-e414-4e3c-a19e-ee11044ec539,C650-VII,Cessna,Citation 7,C650,,B_JP7,Jet Fuel,Pressure,0,10183,11,16.3,29,16.9,5.1,8,4110,B,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 7, Noise cat EGSS(STANSTED): CH3minus",,22450
7637e34c-5cac-4ad9-b367-2ead81ca171a,C680,Cessna,680 Citation Sovereign,C680,680,B_JP7,Jet Fuel,Pressure,,13744,14,19.2,510,19.3,6.2,8,5273,,,,,28V/DC,,Noise cat EGSS(STANSTED): CH14,2,30300
de3d523b-b8a1-4177-9f11-3c0213c6ea43,C680A,Cessna,Citation Latitude,C68A,,B_JP7,,,,13971,14,,,,,9,,,,,,,,Noise cat EGSS(STANSTED): CH14,2,30801
9d3b4e6e-900e-4887-8f35-fbee7feed830,C700,Cessna,Cessna Citation Longitude,C700,,B00,,,,18,1,,,,,,,,,,,,,,,40
1ea10267-1343-4e25-9245-e2809cc87395,C750X,Cessna,750 Citation 10,C750,,B_JP7,Jet Fuel,Pressure,0,16409,17,19.5,49,22,5.8,12,,B,,,,115V/AC - 220V/DC,,"CAT LIDER(Brazil): D1, JP Handling Category(Japan): 7, MLW(Hawaii): 31800, Noise cat EGSS(STANSTED): CH4",2,36176
ea3bf091-beb1-41a5-8b0d-c2c1ec99e3ef,C9,McDonnell Douglas,VC-9,DC93,,B14,Jet Fuel,Overwing,0,42000,42,28.47,0,36.37,8.38,115,3030,C,,,,115V/AC - 220V/DC,ADP GA : 2,JP Handling Category(Japan): 5,,92594
6ee0e248-e5a2-4d4b-863e-71f79da974c8,CA8,Comp Air,Comp Air 8,CA8,,T02,,,,2540,3,,,,,7,,,,,,,,,,5600
3d8654ad-17c9-4808-9cfa-66155ee97423,CASA212,Casa,C-212 Aviocar,C212,,B01,Jet Fuel,Pressure,,6300,7,,,,,26,,A,,,,115V/AC - 220V/DC,,,2,13889
b383fb7c-5452-44c1-be10-1b5ebf00dcbc,CASA235,Casa,CN-235 Persuader,CN35,,B05,Jet Fuel,Pressure,,15100,16,,,,,45,,A,,,,115V/AC - 220V/DC,,,2,33290
bc12e083-ce8d-4f56-aed5-c9c067d6fe09,Cessna P210,Cessna,P210 Pressurized Centurion,P210,,B00,,Pressure,,2000,2,,,,,5,,A,,,,,,,1,4409
efbd92f6-3aa9-4f43-9acd-e785ebf4d8f1,CH300,Bellanca,CH300 Pacemaker,CH300,,B00,,,,1847,2,14.1,,8.5,2.5,5,1086,,,,,,,MLW(Hawaii): 4063,1,4072
5fac7422-72ff-4a4e-8d25-bdda7f1868e5,CHALLENGER 650,Bombardier,Bombardier Challenger 650,CL60,,B_JP7,Jet Fuel,,,22000,22,19.6,,20.85,,10,,,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Noise cat EGSS(STANSTED): CH14",2,48502
485889c9-2088-432c-88c1-661fa7654cae,CHINOOK,Boeing,CH-47 Chinook ,H47,,H02,Jet Fuel,Pressure,0,19500,20,,0,,,33,,C,,,,115V/AC - 220V/DC,,,2,42990
e5e4ebf9-55a9-44ac-9f63-25f7c7f82a46,CJ2 - 525A,Cessna,525A Citation CJ2,C25A,,B_JP8,Jet Fuel,Pressure,,5670,6,,,,,6,,A,,,,115V/AC - 220V/DC,ADP GA : 5,"Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 80.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 119.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00",2,12500
4a24f1f0-c865-4c73-ad65-3dcb57e0c9ce,CJ3 -525B,Cessna,525B Citation CJ3,C25B,,B_JP8,Jet Fuel,Pressure,,6291,7,,,,,7,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,13869
cbb35654-b8ed-4ef1-b60b-29588804ecb0,CJ4 - 525C,Cessna,525C Citation CJ4,C25C,,B_JP8,Jet Fuel,Pressure,,7688,8,,,,,9,,A,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Noise cat EGSS(STANSTED): CH14",2,16949
5d57efbd-3291-48e2-9fe9-f6079d232502,CL215P,Canadair,CL-215,CL2P,,B07,Jet Fuel,Pressure,,19730,20,,,,,30,,B,,,,115V/AC - 220V/DC,,,2,43497
54a5fa75-8dc2-48b0-aa18-c79e77c451e5,CL215T,Canadair,CL-415 SuperScooper,CL2T,,B07,Jet Fuel,Pressure,,19730,20,,,,,8,,B,,,,115V/AC - 220V/DC,,,2,43497
bcf3729e-a5ff-4ae6-849a-21ac8bdd69be,CL30,Bombardier,Challenger 300,CL30,CL3,B_JP7,Jet Fuel,Pressure,8039,17622,18,19.46,48.5,20.92,6.2,8,5741,B,,,,115V/AC - 220V/DC,,"CAT LIDER(Brazil): D1, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): Supervision Fees Discount (One Empty Leg) 237.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, MLW(Hawaii): 33750, Noise cat EGSS(STANSTED): CH14",2,38850
c2828b52-1f87-4429-906b-981150855c76,CL-350,Bombardier,Challenger 350,CL35,,B_JP7,,,,18416,19,21,,20.92,,,,,,,,,,Noise cat EGSS(STANSTED): CH14,,40600
7cfc8d2b-7757-41e9-8a18-dcf25cfe01d0,CL60 (600),Bombardier,Challenger 600,CL60,CCJ,B_JP7,Jet Fuel,Pressure,,20457,21,18.9,41.8,20.9,6,19,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D1, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 36000, Noise cat EGSS(STANSTED): CH14",2,45100
020b9566-f772-4a04-a25b-41355adf07c7,CL60 (601),Bombardier,Challenger 601,CL60,CCJ,B_JP7,Jet Fuel,Pressure,,20457,21,19.6,48.3,20.9,6,9,,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D1, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 36000, Noise cat EGSS(STANSTED): CH14",2,45100
de03cace-d66b-4d56-974d-7d7633c5e133,CL60 (604),Bombardier,Challenger 604,CL60,CCJ,B_JP7,Jet Fuel,Pressure,11300,21863,22,19.6,48.3,20.9,6.3,19,6878,B,,,,115V/AC - 220V/DC,ADP GA : 5,"CAT LIDER(Brazil): D1, Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, JP Handling Category(Japan): 7, MLW(Hawaii): 36000, Noise cat EGSS(STANSTED): CH14",2,48200
41170da9-1b34-43b2-9f2e-1a5aafb387f5,CL60 (605),Bombardier,Challenger 605,CL60,,B_JP7,,,,21863,22,19.6,,20.85,,9,,,,,,,,"Global Jet Luxembourg UV Avamex Special Agreement(UV Avemex): Yes, Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 243.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 7, MLW(Hawaii): 36000, Noise cat EGSS(STANSTED): CH14, Singapore Admin Fee(Singapore): 10% Admin Fee, Singapore Comm Fee(Singapore): 100.00",,48200
0f1f5490-e77e-4be8-8ada-0af5000eb397,CL601,Bombardier,CL-601 Challenger,CL60,,B07,,,,20400,21,19.63,,20.88,,,,,,,,,,,,44974
edad8b37-5982-4977-bf77-9f96e7be564d,CL6T,Bombardier,CL6T,CL60,,B14,,,,45100,46,28.7,,30.3,,,,,,,,,,,,99428
54cb5ae2-bce8-4267-80f9-02a96c358ace,CL850,Bombardier,Challenger 850,CRJ2,CCJ,B_JP7,Jet Fuel,Pressure,,24040,25,21.21,48.4,26.77,6.2,14,,B,,,,115V/AC - 220V/DC,,"Greece Communication Fee(Greece): Communication Fee 10.00, Greece Coordination Fee(Greece): Coordination Fee 20.00, Greece Discounts(Greece): 8% Administrator Fee, Greece External Trans Discount(Greece): External Transporation Fee 25.00, Greece Internal Trans Discount(Greece): Internal Transporation Fee 10.00, Greece UAG Catering Delivery(Greece): UAG Catering Delivery 45.00, Greece UAG Supervision Fees(Greece): UAG Supervision Fee Discount 150.00, Greece UAG Supervision Fees (Empty Leg)(Greece): UAG Supervision Fees Discount (One Empty Leg) 243.00, Greece Visitors Card Dicount(Greece): UAG Visitors Card Fee 25.00, JP Handling Category(Japan): 6",,52999
429ff199-f4cd-4277-9da3-e7e233d6105b,COL400,Lancair,LC-41 Columbia 400,COL4,,P01,Jet Fuel,Overwing,0,1600,2,,0,,,3,,A,,,,115V/AC - 220V/DC,,,,3527
6219a126-224a-42f7-a203-df0a01f2a5ed,Columbia 350,Cessna,Columbia 350,COL3,MAR,P03,Jet Fuel,Overwing,,2500,3,,,,,3,,A,,,,115V/AC - 220V/DC,,,2,5512
e1da1ad6-ef25-4202-866e-0295c24ee2fc,COMMANDER 500,Rockwell,Commander 500,AC50,AC50,B00,,,,3068,4,,,,,7,,A,,,,,,,,6764
36892064-6c83-41f5-93a6-01651cd01e43,CRJ1,Canadair,Regional Jet CRJ-100,CRJ1,CR1,B08,Jet Fuel,Pressure,,21523,22,,,,,30,,B,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,2,47450
c8aa928d-2323-4266-a3f5-a010fdcb88b5,CRJ1000,Bombardier,CL-600 Regional Jet CRJ-1000,CRJX,,B14,,,,41640,42,21.21,,26.8,,100,,,,,,,,JP Handling Category(Japan): 6,,91800
397430d2-a06c-4a5e-9a71-66c20ed921c2,CRJ2ER,Canadair,Regional Jet CRJ-200ER,CRJ2,CR2,B_JP7,Jet Fuel,Pressure,8111,23247,24,,0,,,50,,B,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 6, Noise cat EGSS(STANSTED): CH14",2,51251
38db9588-f661-4bf5-a7be-1d2d9b8eebad,CRJ2LR,Bombardier,Regional Jet CRJ-200LR,CRJ2,CR2,B_JP7,Jet Fuel,Pressure,8111,24154,25,,,,,50,,B,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 6, Noise cat EGSS(STANSTED): CH3minus",2,53250
ef6da12e-2f7d-453b-8ee6-0c24c68c9711,CRJ7,Canadair,Regional Jet CRJ-700,CRJ7,CR7,C_JP6,Jet Fuel,Pressure,11371,32995,33,,,,,70,,B,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,2,72742
0a4a1dc5-a980-4f3e-9ff0-97311e92b5f8,CRJ700,Bombardier,CL-600 Regional Jet CRJ-700,CRJ7,,C_JP6,,,,34019,35,23.2,,32.3,,70,,,,,,,,JP Handling Category(Japan): 6,,74999
9c6de860-04ac-43af-af45-e7d403b49cea,CRJ705,Bombardier,CL-600 Regional Jet CRJ-705,CRJ9,,C_JP6,,,,37421,38,,,,,75,,,,,,,,JP Handling Category(Japan): 6,,82499
152dc359-255a-45dc-9220-20cf3bf14f13,CRJ7ER,Canadair,Regional Jet CRJ-700ER,CRJ7,CR7,C_JP6,Jet Fuel,Pressure,11371,34019,35,,,,,70,,B,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,2,74999
2058814a-4247-4fc9-a1c8-2666afa67de5,CRJ800,Bombardier,CRJ800,CL60,,B12,,,,34000,34,24.9,,36.2,,,,,,,,,,,,74957
e03f2058-f25f-40da-b939-e25427996cfd,CRJ9,Canadair,Regional Jet CRJ-900,CRJ9,CR9,B13,Jet Fuel,Pressure,11371,36514,37,,,,,84,,B,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,2,80500
343d0945-e901-4bef-9f5d-7940f95a6ce2,CRJ900,Bombardier,CL-600 Regional Jet CRJ-900,CRJ9,,B13,,,,37421,38,26.2,,39.1,,90,,,,,,,,JP Handling Category(Japan): 6,,82499
2edbd660-71dc-44c9-87fe-baed4bbc6f91,CRJ9ER,Canadair,Regional Jet CRJ-900ER,CRJ9,CR9,B13,Jet Fuel,Pressure,11371,37421,38,,,,,76,,B,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,2,82499
2cd0a8ef-bdb5-4072-887f-44b7ce607c78,CVLT,Convair,CV-580,CVLT,,B09,Jet Fuel,Overwing,,25000,25,,,,,56,,C,,,,115V/AC - 220V/DC,,,2,55116
14a1765f-87c0-461f-bf51-b18c05a453cf,D228,Dornier,228,D228,,B_JP8,Jet Fuel,Pressure,,6000,6,,,,,19,,A,,,,115V/AC - 220V/DC,ADP GA : 5,,2,13228
0502490f-9917-46c5-9140-6bcd1ccf3146,D28D,Dornier,Do-28D Skyservant,D28D,,B00,Jet Fuel,Pressure,,3842,4,,,,,10,,A,,,,115V/AC - 220V/DC,,,2,8470
c1b9b80d-10ab-491e-91c2-de084a35b715,D28T,Dornier,Do-28D-6 Turbo Skyservant,D28T,,B00,Jet Fuel,Pressure,,3842,4,,,,,12,,A,,,,115V/AC - 220V/DC,,,2,8470
31bf7854-16f5-4827-8ffe-9ad14c5dbc70,D328,Dornier,328,D328,,T03,Jet Fuel,Pressure,,13990,14,,,,,32,,B,,,,115V/AC - 220V/DC,ADP GA : 5,,2,30843
882d5ee3-4865-4ed9-9303-5e399fc21565,DA40,Diamond,DA-40 Diamond Star,DA40,,B00,Avgas,Overwing,,1150,2,,,,,3,,A,,,,115V/AC - 220V/DC,,,1,2535
8c57dcc1-86cd-4eba-acf4-80a61c272fe4,DA42,Diamond,DA-42 Twin Star,DA42,,B00,Jet Fuel,Overwing,100,1650,2,,0,,,4,,A,,,,115V/AC - 220V/DC,,,2,3638
5b038a9a-b1e6-4af8-935e-5c56225c7b0e,DA62,Diamond,DA-62,DA62,,B_JP8,Jet Fuel,,326,2300,3,14.7,17.1,9.2,2.3,5,2.4,,,,,,,Noise cat EGSS(STANSTED): CH14,2,5071
d19ce072-37bc-48b9-8845-bc134c8402ec,DASSAULT FALCON,Dassault,Falcon 200,FA20,,B_JP7,,,,15200,16,,,,,,,,,,,,,,,33510
d1c653a3-556d-4951-a004-d55707381b49,DC10-10,McDonnell Douglas,DC10-10,DC10,,C_JP2,Jet Fuel,Pressure,,195045,196,,,,,380,,D,,,,115V/AC - 220V/DC,ADP GA : 4 MTOW per Boeing Tech Doc: http://www.boeing.com/commercial/dc-10/tech.html,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 131.95",,430001
73c35251-fa82-47d1-a7ee-e7c991e3292e,DC10-15,McDonnell Douglas,DC10-15,DC10,,C_JP2,Jet Fuel,Pressure,,206385,207,,,,,380,,D,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 131.95",,455001
d68f49d2-6d17-44b8-a227-880e7085f795,DC10-30,McDonnell Douglas,DC10-30,DC10,,C_JP2,Jet Fuel,Pressure,,259459,260,,,,,380,,D,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 136.80",,572009
5ce779a4-5268-4b0d-b329-590c1a29415a,DC10-40,McDonnell Douglas,DC10-40,DC10,,C_JP2,Jet Fuel,Pressure,,251701,252,,,,,380,,D,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 2, Singapore WSSS PF(Singapore): 136.80",,554906
ce8b1518-7114-4219-87f9-105737c603e1,DC2,McDonnell Douglas,DC-2,DC2,,B04,Avgas,Overwing,,13000,13,,,,,14,,C,,,,115V/AC - 220V/DC,,,2,28660
dad00031-d3ef-4066-985b-1a4885e89684,DC3,McDonnell Douglas,DC-3,DC3,,B04,Avgas,Overwing,,13000,13,,,,,21,,C,,,,115V/AC - 220V/DC,ADP GA : 4,,2,28660
093ed3d3-5c20-4ed2-9caa-2407df37ade0,DC8,McDonnell Douglas,DC-8-70,DC87,,C04,Jet Fuel,Pressure,,200000,200,,,,,180,,D,,,,115V/AC - 220V/DC,,Singapore WSSS PF(Singapore): 98.00,4,440924
ac765cf6-50be-4fc2-a416-5f9dee26420b,DC86,Douglas,DC-8-60,DC86,,C04,Jet Fuel,Overwing,,162000,162,,,,,220,,D,,,,115V/AC - 220V/DC,ADP GA : 2,"JP Handling Category(Japan): 4, Singapore WSSS PF(Singapore): 121.00",4,357149
4643b10a-e855-4eeb-8b45-c9e8d4b721c1,DC87,Douglas,DC87,DC87,,C04,Jet Fuel,Overwing,,162000,162,,,,,259,,D,,,,115V/AC - 220V/DC,ADP GA : 2,"JP Handling Category(Japan): 4, Singapore WSSS PF(Singapore): 121.00",4,357149
ba76e3df-67d0-41d9-bfde-141dbbcd96aa,DC9-10,McDonnell Douglas,DC-9-10,DC91,,B14,,,,41134,42,,,,,80,,,,,,,,JP Handling Category(Japan): 5,,90685
6eadcffa-7c01-4ef2-837c-dd3f5aeab275,DC9-15,McDonnell Douglas,DC-9-15,DC91,,B14,,,,41134,42,,,,,90,,,,,,,,JP Handling Category(Japan): 5,,90685
9e3e8b6f-6304-4a62-a147-0d6ee686c4a3,DC9-20,McDonnell Douglas,DC-9-20,DC92,,B14,Jet Fuel,Pressure,,46000,46,,,,,90,,C,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 5,2,101413
5af0f8c9-41e4-41d9-9d7b-906be1bcea45,DC9-30,McDonnell Douglas,DC-9-30,DC93,,C00,Jet Fuel,Overwing,,52000,52,,,,,115,,C,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 5,2,114640
0b8d95aa-9bca-4e38-be86-b821919e5bbc,DC9-40,McDonnell Douglas,DC-9-40,DC94,,C00,,,,51700,52,,,,,125,,,,,,,,JP Handling Category(Japan): 5,,113979
82017922-8ba9-4fb5-8062-1e3124cb1a77,DC9-50,McDonnell Douglas,DC-9-50,DC95,,C00,,,,54900,55,,,,,139,,,,,,,,JP Handling Category(Japan): 5,,121034
f633845c-7c90-4a41-9dea-13356c26d828,D-EROY,Mooney,M-20M TLS,M20T,,B00,,,,1500,2,,,,,4,,,,,,,,,1,3307
3db82946-8ea8-4ec8-8ce3-0b99508bc6d3,DH-100,de Havilland,Vampire,VAMP,,B01,,,,5620,6,,,,,,,,,,,,,,,12390
68386f88-f0a8-467d-8f53-84f6abcb1a15,DHC6-300,de Havilland,DHC-6 Twin Otter,DHC6,,B01,Jet Fuel,Pressure,0,5670,6,,0,,,20,,B,,,,115V/AC - 220V/DC,,MLW(Hawaii): 12300,2,12500
c3838517-be6f-4175-aeb2-e293987f66d5,DHC7-100,de Havilland,DHC-7 Dash 7,DHC7,,T04,Jet Fuel,Pressure,,19958,20,,,,,50,,C,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 6, MLW(Hawaii): 42000",4,44000
facba1ba-246f-4d00-9130-88a3260b039c,DHC8-100,Bombardier,DHC-8-100 Dash 8,DH8A,,T04,Jet Fuel,Pressure,,16466,17,25.9,54.3,22.3,7,37,,C,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 6, MLW(Hawaii): 32000",2,36301
9a736b1a-c863-4923-99d7-7344de6c174a,DHC8-200,Bombardier,DHC-8-200 Dash 8,DH8B,,T04,Jet Fuel,Pressure,,16466,17,,,,,40,,C,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,2,36301
f9ce43b2-52f2-42e8-b26b-aa7d7907cf84,DHC8-300,Bombardier,DHC-8-300 Dash 8,DH8C,,T04,Jet Fuel,Pressure,,19505,20,,,,,50,,C,,,,115V/AC - 220V/DC,,"JP Handling Category(Japan): 6, MLW(Hawaii): 39000",2,43001
b963a693-80ca-44ee-adb4-8af124214e65,DHC8-400,Bombardier,DHC-8-400 Dash 8,DH8D,,T04_JP8,Jet Fuel,Pressure,,28917,29,,,,,70,,C,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 6,2,63751
ed38c01c-d811-4eca-b3ea-87e26a761f4d,D-Jet,Diamond,D-Jet,DJET,,B00,,,,2154,3,,,,,4,,,,,,,,,,4749
fb08c8d8-1d5d-4c86-992a-a8fcb549222a,DO28,Dornier,Do-28A,DO28,,B01,Jet Fuel,Pressure,,6400,7,,,,,10,,A,,,,115V/AC - 220V/DC,,,2,14110
434fc279-1afd-4231-a3ba-4251048fe34f,DOVE,de Havilland,DH-104 Dove,DOVE,,P04,,,,4060,5,,,,,8,,,,,,,,Custom Seat Count: 8,2,8951
1557c80d-7ff6-48ae-b884-4fdf006ec348,DR400-120,Robin,Petit Prince (DR-400),DR40,,B00,Avgas,Overwing,,900,1,,,,,3,,A,,,,115V/AC - 220V/DC,,,1,1984
6c7a83eb-68f1-46f5-8849-a324334d3acd,DR400-180,Robin,DR-400 Regent,DR40,,B00,Avgas,Overwing,,1100,2,,,,,4,,A,,,,115V/AC - 220V/DC,,,1,2425
e299bc88-8d55-43b7-9fb8-0c81397938d5,E-2C HAWKEYE,Grumman,E-2C HAWKEYE,E2,,B10,,,,26082,27,,,,,,,,,,,,,,,57501
d22995db-be33-4c6a-9f84-31efe5ec8ab8,E300,Extra,EA-300,E300,,B00,Avgas,Overwing,,950,1,,,,,2,,A,,,,115V/AC - 220V/DC,,JP Handling Category(Japan): 2,1,2094
79462c13-d39d-4964-b1e8-67f4e16b796a,E314,Embraer,Super Tucano EMB314,E314,,T02,,,,5400,6,11.14,19.4,11.38,3.97,2,1330,,,,,,,,1,11905
77d3f01e-5953-4051-8ec1-e4a1d7004fbe,E35L,Embraer,EMB-135BJ,E35L,,B_JP7,,,,22500,23,,,,,,,,,,,,,Noise cat EGSS(STANSTED): CH14,,49604
b41ee7f7-0160-4b53-b03b-82c9ccb87fc3,E-3F Sentry,Boeing,E-3F Sentry,E3CF,,C04,Jet Fuel,Overwing,,156000,156,,,44,12.5,14,,D,,,,115V/AC - 220V/DC,Awacs,Singapore WSSS PF(Singapore): 102.85,4,343921
05ae0ac0-38cd-4c8b-94a3-3640b0772731,E400,Extra,EA-400,E400,E400,B00,Jet Fuel,Overwing,468,2000,2,,,,,5,,A,,,,115V/AC - 220V/DC,Fueltype checken!!,,1,4409
29219d41-d34d-4b74-8a31-07072ffe1e87,E4B (747-200),Boeing,E-4,B742,,C06,Jet Fuel,Pressure,0,377840,378,59.64,510.95,70.51,19.33,114,12600,E,,,,,National Airborne Operations Center,,4,832995
9c1d0fef-f801-4ebd-a9f7-f423b0447b0d,E500,Extra,EA-500,E500,,T01,,,,2130,3,,,,,5,,,,,,,http://www.extraaircraft.com/business/index.php,,,4696
bec4dcbd-df0f-4703-9b0e-c5e83317b03b,E50P,Embraer,EMB-500 Phenom 100,E50P,,B_JP8,,,,4750,5,,,,,4,,B,,,,,,Noise cat EGSS(STANSTED): CH14,2,10472
8b3287bc-ef97-4c7e-b508-1df6887f1c71,E550,Embraer,EMB-550,E550,,B_JP7,,,,17085,18,,,,,8,,,,,,,,CAT LIDER(Brazil): D1,2,37666
c3808df0-f017-422c-bd25-19634d5f34cb,E55P,Embraer,EMB-505 Phenom 300,E55P,,B_JP8,,,,8150,9,,,,,7,,B,,,,,,Noise cat EGSS(STANSTED): CH14,2,17968
a04d785d-1935-4a6d-b356-761b84dcf8e7,EA500,Eclipse Aviation,Eclipse 500,EA50,EA50,B00,Jet Fuel,Overwing,1000,2719,3,1140,,1010,340,6,2371,A,,,,28V/DC,,,2,5994
14a217d5-d77e-4f26-a1e3-8fae70472b0b,EC120,Eurocopter,EC-120 Colibri,EC20,,H01,Jet Fuel,Pressure,,1715,2,,,,,4,,A,,,,115V/AC - 220V/DC,,Noise cat EGSS(STANSTED): CH14,1,3781
c4002967-6647-4a51-be07-8e76b7fd3bd1,EC130,Eurocopter,EC-130,EC30,,H01,Jet Fuel,Overwing,540,2400,3,,,,,6,,A,,,,28V/DC,,,1,5291
765d1368-69a3-4ddd-81ce-5908934c161f,EC135,Eurocopter,EC-135,EC35,,H01,Jet Fuel,Pressure,,2720,3,,,,,9,,A,,,,115V/AC - 220V/DC,,,2,5997
